player,team,season,matches,runs,balls_faced,fours,sixes,wickets,runs_conceded,balls_bowled,catches,fantasy_points,wins,batting_sr,bowling_econ
DS Lehmann,Australia,2003,4,205,251,15,1,4,51,42,0,450,2,81.67330677290838,7.285714285714286
DS Lehmann,Australia,2004,7,133,167,11,1,6,107,159,2,432,5,79.64071856287424,4.037735849056604
DS Lehmann,Australia,2004/05,6,116,164,9,0,6,194,207,1,406,4,70.73170731707317,5.6231884057971016
DS Smith,West Indies,2003,1,26,38,2,0,0,0,0,0,38,0,68.42105263157895,0.0
DS Smith,West Indies,2004,3,93,163,7,1,0,0,0,2,151,2,57.05521472392638,0.0
DS Smith,West Indies,2006/07,5,156,221,18,0,0,0,0,1,266,2,70.58823529411765,0.0
DS Smith,West Indies,2007,3,34,41,5,0,0,0,0,2,70,2,82.92682926829268,0.0
DS Smith,West Indies,2007/08,7,117,150,12,3,0,0,0,1,212,3,78.0,0.0
DS Smith,West Indies,2009,3,113,158,5,1,0,0,0,0,155,0,71.51898734177216,0.0
DS Smith,West Indies,2009/10,3,56,71,9,0,0,0,0,0,92,0,78.87323943661971,0.0
DS Smith,West Indies,2010/11,7,300,398,32,2,0,5,5,0,519,3,75.37688442211056,6.0
DS Smith,West Indies,2011,3,33,57,4,1,0,11,13,1,70,0,57.89473684210527,5.0769230769230775
DS Smith,West Indies,2013,6,45,82,5,1,0,0,0,2,89,1,54.87804878048781,0.0
DS Weerakkody,Sri Lanka,2016/17,3,73,67,9,1,0,0,0,2,145,0,108.95522388059702,0.0
DSK Madushanka,Sri Lanka,2017/18,2,7,6,1,0,3,24,39,1,117,2,116.66666666666667,3.6923076923076925
DT Christian,Australia,2011/12,14,227,262,20,2,15,388,506,7,998,7,86.64122137404581,4.600790513833992
DT Christian,Australia,2012,3,23,31,2,0,2,130,158,0,133,2,74.19354838709677,4.936708860759494
DT Christian,Australia,2013/14,2,23,20,1,1,3,64,75,2,151,1,114.99999999999999,5.12
DT Hondo,Zimbabwe,2002/03,12,12,70,0,0,9,404,490,2,424,4,17.142857142857142,4.946938775510204
DT Hondo,Zimbabwe,2003,4,12,13,3,0,4,78,144,0,200,0,92.3076923076923,3.25
DT Hondo,Zimbabwe,2003/04,6,1,3,0,0,2,199,204,3,147,1,33.33333333333333,5.852941176470588
DT Hondo,Zimbabwe,2004,6,2,10,0,0,7,239,330,1,314,0,20.0,4.345454545454546
DT Hondo,Zimbabwe,2004/05,4,8,17,1,0,8,183,225,0,292,1,47.05882352941176,4.88
DT Johnston,Ireland,2006,1,5,4,1,0,0,58,61,1,45,0,125.0,5.704918032786885
DT Johnston,Ireland,2006/07,8,129,150,8,5,8,247,313,4,577,2,86.0,4.73482428115016
DT Johnston,Ireland,2007,2,43,60,1,2,0,41,67,1,97,0,71.66666666666667,3.6716417910447765
DT Johnston,Ireland,2008/09,1,12,49,2,0,2,37,62,0,86,0,24.489795918367346,3.5806451612903225
DT Johnston,Ireland,2009,2,20,15,2,0,4,55,123,1,216,1,133.33333333333331,2.682926829268293
DT Johnston,Ireland,2010,5,14,28,1,0,6,109,195,2,277,2,50.0,3.353846153846154
DT Johnston,Ireland,2010/11,5,42,48,4,1,8,237,263,2,377,2,87.5,5.406844106463878
DT Johnston,Ireland,2011,2,25,27,2,0,4,51,95,0,186,2,92.5925925925926,3.221052631578947
DT Johnston,Ireland,2011/12,2,17,28,0,0,2,34,71,0,112,1,60.71428571428571,2.873239436619718
DT Johnston,Ireland,2013,5,54,64,6,0,3,184,258,2,274,2,84.375,4.27906976744186
DT Tiripano,Zimbabwe,2014,1,3,12,0,0,2,34,36,0,69,1,25.0,5.666666666666667
DT Tiripano,Zimbabwe,2015,3,20,29,3,0,3,134,156,0,162,0,68.96551724137932,5.153846153846154
DT Tiripano,Zimbabwe,2016,1,2,17,0,0,0,12,33,0,23,0,11.76470588235294,2.1818181818181817
DT Tiripano,Zimbabwe,2016/17,4,58,100,2,1,2,56,67,0,148,1,57.99999999999999,5.014925373134329
DT Tiripano,Zimbabwe,2017,2,0,1,0,0,0,51,42,0,9,1,0.0,7.285714285714286
DT Tiripano,Zimbabwe,2018,4,69,124,7,0,2,241,214,1,226,0,55.64516129032258,6.757009345794393
DT Tiripano,Zimbabwe,2018/19,5,46,65,7,0,4,179,226,2,278,0,70.76923076923077,4.7522123893805315
DT Tiripano,Zimbabwe,2019,6,72,126,6,0,7,210,291,1,409,2,57.14285714285714,4.329896907216495
DT Tiripano,Zimbabwe,2019/20,3,72,59,2,7,3,171,143,0,258,0,122.03389830508475,7.174825174825175
DT Tiripano,Zimbabwe,2020/21,1,1,1,0,0,2,37,44,0,65,0,100.0,5.045454545454546
DT Tiripano,Zimbabwe,2021,1,0,1,0,0,2,54,48,0,63,0,0.0,6.75
DW Steyn,Africa XI,2005,2,4,16,0,0,2,35,68,0,102,1,25.0,3.0882352941176467
DW Steyn,South Africa,2005/06,2,0,0,0,0,1,77,61,0,43,0,0.0,7.5737704918032795
DW Steyn,South Africa,2007,3,0,0,0,0,5,127,141,0,177,2,0.0,5.404255319148936
DW Steyn,South Africa,2007/08,7,1,2,0,0,6,252,345,2,332,6,50.0,4.3826086956521735
DW Steyn,South Africa,2008,4,14,21,1,0,3,178,184,0,159,0,66.66666666666666,5.804347826086956
DW Steyn,South Africa,2008/09,11,1,3,0,0,22,399,580,3,850,8,33.33333333333333,4.127586206896551
DW Steyn,South Africa,2009/10,9,64,49,3,4,11,456,507,2,584,4,130.6122448979592,5.396449704142012
DW Steyn,South Africa,2010,3,2,8,0,0,4,109,156,0,166,3,25.0,4.1923076923076925
DW Steyn,South Africa,2010/11,13,50,92,4,0,23,437,633,3,928,8,54.347826086956516,4.14218009478673
DW Steyn,South Africa,2011/12,9,6,11,1,0,10,355,456,4,469,7,54.54545454545454,4.671052631578948
DW Steyn,South Africa,2012,3,4,11,0,0,5,98,159,0,201,1,36.36363636363637,3.69811320754717
DW Steyn,South Africa,2012/13,6,13,39,1,0,4,213,365,3,305,3,33.33333333333333,3.5013698630136987
DW Steyn,South Africa,2013,1,0,0,0,0,2,28,37,1,70,0,0.0,4.54054054054054
DW Steyn,South Africa,2013/14,6,17,36,1,1,21,158,320,0,762,4,47.22222222222222,2.9625
DW Steyn,South Africa,2014,8,38,88,5,0,12,312,385,1,522,6,43.18181818181818,4.862337662337662
DW Steyn,South Africa,2014/15,17,45,64,7,1,27,670,871,3,1144,11,70.3125,4.615384615384616
DW Steyn,South Africa,2015,3,2,9,0,0,3,123,168,0,140,2,22.22222222222222,4.392857142857143
DW Steyn,South Africa,2015/16,5,31,33,2,2,10,261,288,1,415,3,93.93939393939394,5.4375
DW Steyn,South Africa,2016/17,4,6,5,1,0,5,251,221,0,208,4,120.0,6.8144796380090495
DW Steyn,South Africa,2018/19,10,67,105,9,1,16,282,443,2,722,8,63.8095238095238,3.8194130925507905
Danish Aziz,Pakistan,2021,2,12,22,2,0,0,27,30,0,30,1,54.54545454545454,5.4
Danish Kaneria,Pakistan,2002/03,3,0,0,0,0,4,84,152,0,176,3,0.0,3.3157894736842106
Danish Kaneria,Pakistan,2003,1,0,5,0,0,0,29,62,0,33,0,0.0,2.8064516129032255
Danish Kaneria,Pakistan,2003/04,3,1,2,0,0,0,156,185,0,68,2,50.0,5.059459459459459
Danish Kaneria,Pakistan,2004,1,0,0,0,0,1,25,51,0,54,1,0.0,2.9411764705882355
Danish Kaneria,Pakistan,2004/05,1,0,0,0,0,0,28,19,0,6,1,0.0,8.842105263157896
Danish Kaneria,Pakistan,2005/06,2,2,4,0,0,1,74,73,1,56,0,50.0,6.082191780821918
Danish Kaneria,Pakistan,2006/07,2,6,4,1,0,2,90,81,0,97,1,150.0,6.666666666666667
Dhiman Ghosh,Bangladesh,2007/08,8,92,155,8,0,0,0,0,5,195,0,59.354838709677416,0.0
Dhiman Ghosh,Bangladesh,2008,3,32,50,1,1,0,0,0,1,72,0,64.0,0.0
Dolar Mahmud,Bangladesh,2008,4,20,14,1,1,3,158,110,0,135,1,142.85714285714286,8.618181818181819
Dolar Mahmud,Bangladesh,2009,1,0,0,0,0,4,26,50,0,128,1,0.0,3.1199999999999997
Dolar Mahmud,Bangladesh,2009/10,2,41,30,4,3,1,56,63,0,130,1,136.66666666666666,5.333333333333333
E Chigumbura,Zimbabwe,2004,5,194,234,24,3,4,131,130,2,516,0,82.90598290598291,6.046153846153846
E Chigumbura,Zimbabwe,2004/05,9,126,139,8,6,5,296,259,3,452,1,90.64748201438849,6.857142857142858
E Chigumbura,Zimbabwe,2006,6,36,78,3,1,0,0,0,4,89,0,46.15384615384615,0.0
E Chigumbura,Zimbabwe,2006/07,13,256,406,17,8,9,272,325,3,786,0,63.05418719211823,5.021538461538462
E Chigumbura,Africa XI,2007,3,51,49,6,1,6,215,176,0,291,0,104.08163265306123,7.329545454545455
E Chigumbura,Zimbabwe,2007,3,76,96,7,2,3,119,153,0,260,0,79.16666666666666,4.666666666666667
E Chigumbura,Zimbabwe,2007/08,8,160,213,6,1,9,286,382,5,630,1,75.11737089201877,4.492146596858639
E Chigumbura,Zimbabwe,2008/09,8,158,228,12,4,7,177,252,1,536,3,69.2982456140351,4.214285714285714
E Chigumbura,Zimbabwe,2009,5,139,103,8,10,7,224,261,0,531,1,134.95145631067962,5.149425287356322
E Chigumbura,Zimbabwe,2009/10,12,286,364,30,5,11,283,356,4,938,2,78.57142857142857,4.769662921348314
E Chigumbura,Zimbabwe,2010,5,51,52,5,0,0,85,90,0,117,3,98.07692307692307,5.666666666666667
E Chigumbura,Zimbabwe,2010/11,12,170,244,15,3,2,176,152,3,395,3,69.67213114754098,6.947368421052632
E Chigumbura,Zimbabwe,2011,8,116,154,6,3,7,238,337,2,495,3,75.32467532467533,4.2373887240356085
E Chigumbura,Zimbabwe,2011/12,6,164,200,15,4,3,275,275,0,428,1,82.0,6.0
E Chigumbura,Zimbabwe,2013,11,161,221,17,2,4,173,248,1,456,3,72.85067873303167,4.185483870967742
E Chigumbura,Zimbabwe,2014,7,220,347,20,2,1,63,60,6,442,1,63.40057636887608,6.3
E Chigumbura,Zimbabwe,2014/15,9,191,203,16,4,1,137,188,6,448,1,94.08866995073892,4.372340425531915
E Chigumbura,Zimbabwe,2015,7,274,265,24,6,0,0,0,2,510,1,103.39622641509433,0.0
E Chigumbura,Zimbabwe,2015/16,9,276,359,16,6,1,60,68,3,480,3,76.88022284122563,5.294117647058823
E Chigumbura,Zimbabwe,2016,3,41,68,1,0,0,44,41,0,56,0,60.29411764705882,6.439024390243903
E Chigumbura,Zimbabwe,2016/17,2,9,15,0,0,0,0,0,0,9,0,60.0,0.0
E Chigumbura,Zimbabwe,2018,3,71,117,3,2,0,0,0,0,103,0,60.68376068376068,0.0
E Chigumbura,Zimbabwe,2018/19,5,40,80,5,0,0,0,0,3,79,0,50.0,0.0
E Katchay,Canada,2009,1,0,0,0,0,0,23,18,0,12,1,0.0,7.666666666666667
E Lewis,West Indies,2016/17,8,253,282,30,4,0,0,0,2,476,1,89.71631205673759,0.0
E Lewis,West Indies,2017,11,343,390,28,13,0,0,0,4,659,2,87.94871794871794,0.0
E Lewis,West Indies,2017/18,7,264,356,28,5,0,0,0,4,490,5,74.15730337078652,0.0
E Lewis,West Indies,2018,3,42,83,4,2,0,0,0,1,74,1,50.602409638554214,0.0
E Lewis,West Indies,2019,7,221,238,21,9,0,0,0,0,396,0,92.85714285714286,0.0
E Lewis,West Indies,2019/20,5,259,304,28,7,0,0,0,2,497,3,85.19736842105263,0.0
E Lewis,West Indies,2020/21,3,181,229,14,6,0,0,0,0,325,3,79.03930131004367,0.0
E Lewis,West Indies,2021,3,56,84,5,3,0,0,0,3,127,1,66.66666666666666,0.0
E Lewis,West Indies,2024/25,6,284,253,21,17,0,0,0,5,588,5,112.25296442687747,0.0
E Malinga,Sri Lanka,2024/25,3,9,19,2,0,4,120,123,0,167,1,47.368421052631575,5.853658536585366
E Otieno,Kenya,2007/08,1,0,0,0,0,1,47,38,1,43,1,0.0,7.421052631578948
E Otieno,Kenya,2008/09,1,1,9,0,0,1,61,59,1,57,0,11.11111111111111,6.203389830508474
E Otieno,Kenya,2010/11,6,13,39,1,0,5,264,258,1,229,0,33.33333333333333,6.1395348837209305
E Otieno,Kenya,2012/13,1,0,0,0,0,4,28,65,0,137,1,0.0,2.5846153846153843
E Otieno,Kenya,2013/14,1,7,9,1,0,1,45,43,1,58,0,77.77777777777779,6.27906976744186
E Schiferli,Netherlands,2002/03,5,66,113,10,0,4,215,256,0,314,1,58.4070796460177,5.0390625
E Schiferli,Netherlands,2006/07,1,0,0,0,0,1,18,39,0,42,1,0.0,2.769230769230769
E Schiferli,Netherlands,2008,1,5,13,1,0,0,29,33,0,24,0,38.46153846153847,5.2727272727272725
E Schiferli,Netherlands,2013,2,8,14,1,0,2,46,60,0,92,0,57.14285714285714,4.6
EC Joyce,England,2006,3,31,51,6,0,0,0,0,3,77,3,60.78431372549019,0.0
EC Joyce,England,2006/07,14,440,675,47,2,0,0,0,3,753,8,65.18518518518519,0.0
EC Joyce,Ireland,2010/11,6,176,269,18,0,0,0,0,0,288,2,65.4275092936803,0.0
EC Joyce,Ireland,2011,3,112,145,13,1,0,0,0,0,192,2,77.24137931034483,0.0
EC Joyce,Ireland,2011/12,2,91,139,5,3,0,0,0,3,177,1,65.46762589928058,0.0
EC Joyce,Ireland,2012,1,0,2,0,0,0,0,0,0,-3,0,0.0,0.0
EC Joyce,Ireland,2013,5,182,250,17,2,0,0,0,0,304,2,72.8,0.0
EC Joyce,Ireland,2013/14,1,25,46,2,0,0,0,0,0,37,0,54.347826086956516,0.0
EC Joyce,Ireland,2014,1,0,6,0,0,0,0,0,2,13,0,0.0,0.0
EC Joyce,Ireland,2014/15,7,251,260,24,5,0,0,0,4,480,4,96.53846153846153,0.0
EC Joyce,Ireland,2015,2,67,77,4,1,0,0,0,1,105,0,87.01298701298701,0.0
EC Joyce,Ireland,2015/16,3,77,163,5,1,0,0,0,2,133,1,47.239263803680984,0.0
EC Joyce,Ireland,2016,2,18,47,1,0,0,0,0,0,18,0,38.297872340425535,0.0
EC Joyce,Ireland,2017,4,102,167,10,0,0,0,0,2,160,0,61.07784431137725,0.0
EC Joyce,Ireland,2017/18,6,273,369,29,1,0,0,0,1,468,4,73.98373983739837,0.0
EC Rainsford,Zimbabwe,2004,3,8,11,0,0,2,118,169,0,118,0,72.72727272727273,4.189349112426036
EC Rainsford,Zimbabwe,2004/05,2,5,16,1,0,2,59,91,0,94,0,31.25,3.89010989010989
EC Rainsford,Zimbabwe,2006,3,11,34,0,0,2,93,160,0,132,0,32.35294117647059,3.4875
EC Rainsford,Zimbabwe,2006/07,8,5,25,0,0,6,293,376,3,334,0,20.0,4.675531914893617
EC Rainsford,Zimbabwe,2008/09,4,1,11,0,0,4,82,161,0,192,1,9.090909090909092,3.0559006211180124
EC Rainsford,Zimbabwe,2009,2,1,6,0,0,0,95,113,0,47,0,16.666666666666664,5.04424778761062
EH Hutchinson,United States of America,2019,3,70,45,4,5,0,42,49,1,156,3,155.55555555555557,5.142857142857143
EH Hutchinson,United States of America,2019/20,2,4,15,0,0,1,36,74,1,75,0,26.666666666666668,2.918918918918919
EH Hutchinson,United States of America,2021,3,49,65,3,2,2,73,104,0,164,1,75.38461538461539,4.211538461538462
EHSN Silva,United Arab Emirates,2008,1,7,14,0,0,0,33,42,0,21,0,50.0,4.714285714285714
EJ Richardson,Ireland,2013,1,12,18,2,0,0,15,18,0,26,1,66.66666666666666,5.0
EJB Miles,Jersey,2023,3,1,7,0,0,4,115,120,0,144,1,14.285714285714285,5.75
EJG Morgan,Ireland,2006/07,9,91,185,11,1,0,0,0,7,195,2,49.18918918918919,0.0
EJG Morgan,Ireland,2007,1,37,57,5,1,0,0,0,0,67,0,64.91228070175438,0.0
EJG Morgan,England,2009,8,161,196,10,4,0,0,0,1,257,3,82.14285714285714,0.0
EJG Morgan,Ireland,2009,1,60,60,3,4,0,0,0,1,118,1,100.0,0.0
EJG Morgan,England,2009/10,10,381,428,37,9,0,0,0,7,726,7,89.01869158878505,0.0
EJG Morgan,England,2010,13,488,539,44,6,0,0,0,7,886,8,90.53803339517626,0.0
EJG Morgan,England,2010/11,9,226,276,20,1,0,0,0,1,348,2,81.88405797101449,0.0
EJG Morgan,England,2011,6,217,211,18,3,0,0,0,5,395,4,102.84360189573461,0.0
EJG Morgan,England,2011/12,4,66,86,3,2,0,0,0,1,102,4,76.74418604651163,0.0
EJG Morgan,England,2012,9,298,291,26,6,0,0,0,3,523,7,102.40549828178693,0.0
EJG Morgan,England,2012/13,7,134,148,10,7,0,0,0,3,253,3,90.54054054054053,0.0
EJG Morgan,England,2013,13,426,484,33,9,0,0,0,8,758,6,88.01652892561982,0.0
EJG Morgan,England,2013/14,6,283,283,19,11,0,0,0,1,509,2,100.0,0.0
EJG Morgan,England,2014,9,187,292,13,4,0,0,0,5,321,3,64.04109589041096,0.0
EJG Morgan,England,2014/15,17,303,404,24,9,0,0,0,9,578,5,75.0,0.0
EJG Morgan,England,2015,10,600,564,46,23,0,0,0,2,1101,5,106.38297872340425,0.0
EJG Morgan,England,2015/16,9,218,288,22,4,0,0,0,2,384,5,75.69444444444444,0.0
EJG Morgan,England,2016,8,264,294,26,7,0,0,0,3,470,6,89.79591836734694,0.0
EJG Morgan,England,2016/17,6,298,305,21,12,0,0,0,0,548,4,97.70491803278688,0.0
EJG Morgan,England,2017,12,483,505,45,14,0,0,0,3,896,10,95.64356435643563,0.0
EJG Morgan,England,2017/18,10,230,312,16,7,0,0,0,4,392,7,73.71794871794873,0.0
EJG Morgan,England,2018,7,311,303,31,9,0,0,0,1,562,6,102.64026402640265,0.0
EJG Morgan,England,2018/19,8,451,442,42,16,0,0,0,1,837,5,102.03619909502262,0.0
EJG Morgan,England,2019,13,387,404,33,12,0,0,0,6,710,9,95.79207920792079,0.0
EJG Morgan,England,2019/20,2,20,33,2,0,0,0,0,0,28,1,60.60606060606061,0.0
EJG Morgan,England,2020,6,230,234,30,7,0,0,0,3,465,3,98.29059829059828,0.0
EJG Morgan,England,2020/21,1,22,30,1,1,0,0,0,1,40,0,73.33333333333333,0.0
EJG Morgan,England,2021,2,81,105,9,1,0,0,0,0,147,2,77.14285714285715,0.0
EJG Morgan,England,2022,2,0,8,0,0,0,0,0,0,-6,2,0.0,0.0
EMDY Munaweera,Sri Lanka,2017,2,15,29,2,0,0,0,0,2,37,0,51.724137931034484,0.0
EP Thompson,New Zealand,2008/09,1,0,0,0,0,0,40,26,0,8,0,0.0,9.230769230769232
ES Szwarczynski,Netherlands,2006/07,3,34,64,6,0,0,0,0,2,68,1,53.125,0.0
ES Szwarczynski,Netherlands,2008,1,53,72,7,0,0,0,0,0,93,0,73.61111111111111,0.0
ES Szwarczynski,Netherlands,2010,1,2,8,0,0,0,0,0,0,2,0,25.0,0.0
ES Szwarczynski,Netherlands,2010/11,3,57,109,4,1,0,0,0,0,85,0,52.293577981651374,0.0
ES Szwarczynski,Netherlands,2013,2,3,13,0,0,0,0,0,0,0,0,23.076923076923077,0.0
ES Szwarczynski,Netherlands,2013/14,2,132,216,12,0,0,0,0,1,224,1,61.111111111111114,0.0
Ebadat Hossain,Bangladesh,2022,1,0,1,0,0,2,31,55,0,73,1,0.0,3.381818181818182
Ebadat Hossain,Bangladesh,2022/23,6,1,11,0,0,17,262,306,1,554,5,9.090909090909092,5.137254901960785
Ebadat Hossain,Bangladesh,2023,3,2,6,0,0,2,121,144,0,107,2,33.33333333333333,5.041666666666667
Ehsan Adil,Pakistan,2013,2,5,10,0,0,1,48,61,0,52,1,50.0,4.721311475409836
Ehsan Adil,Pakistan,2014/15,4,22,33,2,0,3,171,168,0,158,1,66.66666666666666,6.107142857142857
Ehsan Khan,Hong Kong,2016,2,9,20,0,0,3,80,85,1,124,0,45.0,5.647058823529412
Ehsan Khan,Hong Kong,2016/17,5,29,82,2,0,8,166,298,0,390,3,35.36585365853659,3.342281879194631
Ehsan Khan,Hong Kong,2017/18,4,40,100,6,0,8,163,219,0,334,1,40.0,4.465753424657534
Ehsan Khan,Hong Kong,2018,2,22,27,0,0,4,98,109,0,157,0,81.48148148148148,5.394495412844036
Ehsan Nawaz,Hong Kong,2014,1,0,1,0,0,1,23,58,0,51,0,0.0,2.3793103448275863
Ehsan Nawaz,Hong Kong,2016/17,2,11,40,0,0,0,43,63,0,34,1,27.500000000000004,4.095238095238095
Ehsan Nawaz,Hong Kong,2017/18,4,7,18,1,0,9,166,201,1,320,1,38.88888888888889,4.955223880597015
Ehsan Nawaz,Hong Kong,2018,2,11,24,1,0,1,73,76,0,62,0,45.83333333333333,5.7631578947368425
Ehsanul Haque,Bangladesh,2002/03,3,28,76,4,0,2,33,61,0,110,0,36.84210526315789,3.2459016393442623
Elias Sunny,Bangladesh,2011/12,2,1,6,0,0,2,79,99,0,82,0,16.666666666666664,4.787878787878788
Elias Sunny,Bangladesh,2012/13,2,1,5,0,0,2,79,108,0,96,1,20.0,4.388888888888889
Enamul Haque jnr,Bangladesh,2004/05,2,0,0,0,0,2,72,124,2,116,1,0.0,3.4838709677419355
Enamul Haque jnr,Bangladesh,2009,4,8,12,0,0,4,190,234,0,189,3,66.66666666666666,4.871794871794871
Enamul Haque jnr,Bangladesh,2009/10,3,0,4,0,0,6,100,164,1,231,3,0.0,3.658536585365854
Ethan D'Souza,United Arab Emirates,2023,4,9,21,1,0,0,0,0,4,45,0,42.857142857142854,0.0
F Behardien,South Africa,2012/13,7,169,192,12,3,1,28,36,4,328,4,88.02083333333334,4.666666666666667
F Behardien,South Africa,2013,3,3,30,0,0,3,58,69,0,95,1,10.0,5.043478260869565
F Behardien,South Africa,2014/15,14,220,164,20,6,6,278,330,5,677,9,134.14634146341464,5.054545454545455
F Behardien,South Africa,2015,6,173,186,15,4,0,48,49,2,315,3,93.01075268817203,5.877551020408164
F Behardien,South Africa,2015/16,10,202,226,10,5,2,212,202,5,442,6,89.38053097345133,6.297029702970297
F Behardien,South Africa,2016,5,101,152,8,1,0,3,6,4,192,2,66.44736842105263,3.0
F Behardien,South Africa,2016/17,9,148,100,10,6,0,41,24,7,329,9,148.0,10.25
F Behardien,South Africa,2017,1,17,26,0,0,0,0,0,0,17,0,65.38461538461539,0.0
F Behardien,South Africa,2017/18,3,41,38,4,0,0,0,0,1,73,2,107.89473684210526,0.0
F Hand,Ireland,2024/25,1,0,1,0,0,1,43,49,0,38,1,0.0,5.26530612244898
F Kasteni,Zimbabwe,2006/07,2,9,24,0,0,0,0,0,0,2,0,37.5,0.0
F Mutizwa,Zimbabwe,2008/09,1,38,29,3,2,0,0,0,1,78,1,131.0344827586207,0.0
F Mutizwa,Zimbabwe,2009/10,2,5,18,0,0,0,0,0,1,16,0,27.77777777777778,0.0
F Mutizwa,Zimbabwe,2011,4,65,113,5,0,0,0,0,0,91,2,57.52212389380531,0.0
F Mutizwa,Zimbabwe,2011/12,3,75,122,3,1,0,0,0,4,132,1,61.47540983606557,0.0
F du Plessis,South Africa,2010/11,9,228,277,13,3,1,62,68,3,407,6,82.31046931407943,5.470588235294118
F du Plessis,South Africa,2011/12,11,308,332,34,1,0,49,56,7,586,7,92.7710843373494,5.25
F du Plessis,South Africa,2012,4,27,36,2,0,1,8,12,1,72,2,75.0,4.0
F du Plessis,South Africa,2012/13,6,166,170,16,3,0,19,18,3,310,3,97.6470588235294,6.333333333333333
F du Plessis,South Africa,2013,9,176,248,16,1,0,0,0,5,306,2,70.96774193548387,0.0
F du Plessis,South Africa,2013/14,5,135,237,14,0,0,0,0,4,235,4,56.9620253164557,0.0
F du Plessis,South Africa,2014,9,618,661,47,12,0,0,0,4,1110,8,93.4947049924357,0.0
F du Plessis,South Africa,2014/15,19,623,827,49,7,0,42,43,15,1114,11,75.33252720677146,5.8604651162790695
F du Plessis,South Africa,2015,3,110,157,10,0,0,0,0,0,166,1,70.06369426751591,0.0
F du Plessis,South Africa,2015/16,10,491,514,46,10,0,0,0,1,866,6,95.52529182879378,0.0
F du Plessis,South Africa,2016,3,139,135,11,2,0,0,0,3,249,1,102.96296296296296,0.0
F du Plessis,South Africa,2016/17,16,860,974,78,7,0,0,0,6,1510,14,88.29568788501027,0.0
F du Plessis,South Africa,2017,6,225,259,19,0,0,0,0,3,373,2,86.87258687258688,0.0
F du Plessis,South Africa,2017/18,4,211,184,21,3,0,0,0,2,396,3,114.67391304347827,0.0
F du Plessis,South Africa,2018,3,106,113,13,2,0,0,0,1,188,3,93.80530973451327,0.0
F du Plessis,South Africa,2018/19,13,635,727,68,6,0,0,0,10,1187,11,87.34525447042641,0.0
F du Plessis,South Africa,2019,8,387,437,36,4,0,0,0,8,720,2,88.558352402746,0.0
FA Allen,West Indies,2018/19,4,25,52,2,1,0,131,138,0,85,1,48.07692307692308,5.695652173913044
FA Allen,West Indies,2019,7,64,51,9,1,4,203,204,3,313,1,125.49019607843137,5.970588235294118
FA Allen,West Indies,2019/20,2,54,29,4,4,0,37,36,1,118,0,186.20689655172413,6.166666666666667
FA Allen,West Indies,2020/21,3,15,7,1,1,1,124,150,3,132,3,214.28571428571428,4.96
FA Allen,West Indies,2021/22,3,42,68,2,1,2,106,120,1,155,0,61.76470588235294,5.3
FDM Karunaratne,Sri Lanka,2011,1,4,7,1,0,0,0,0,0,8,0,57.14285714285714,0.0
FDM Karunaratne,Sri Lanka,2013/14,4,20,25,1,0,0,11,10,1,35,1,80.0,6.6
FDM Karunaratne,Sri Lanka,2014/15,6,83,134,6,0,0,0,0,3,141,1,61.940298507462686,0.0
FDM Karunaratne,Sri Lanka,2019,10,366,495,37,0,0,7,6,3,609,6,73.93939393939394,7.0
FDM Karunaratne,Sri Lanka,2019/20,3,97,121,12,0,0,0,0,2,177,3,80.16528925619835,0.0
FDM Karunaratne,Sri Lanka,2020/21,3,84,110,5,1,0,0,0,1,134,0,76.36363636363637,0.0
FDM Karunaratne,Sri Lanka,2023,10,390,470,38,0,0,0,0,2,656,9,82.97872340425532,0.0
FDM Karunaratne,Sri Lanka,2023/24,1,0,1,0,0,0,0,0,0,-3,0,0.0,0.0
FH Allen,New Zealand,2022,8,308,339,37,9,0,0,0,3,600,6,90.85545722713864,0.0
FH Allen,New Zealand,2022/23,9,225,234,32,5,0,0,0,3,445,4,96.15384615384616,0.0
FH Allen,New Zealand,2023,4,49,64,9,0,0,0,0,3,110,2,76.5625,0.0
FH Edwards,West Indies,2003/04,2,0,0,0,0,8,70,103,0,269,2,0.0,4.077669902912621
FH Edwards,West Indies,2004,2,4,11,0,0,4,38,95,0,145,2,36.36363636363637,2.4
FH Edwards,West Indies,2005,1,0,0,0,0,0,19,13,0,4,0,0.0,8.76923076923077
FH Edwards,West Indies,2005/06,5,5,25,0,0,5,205,318,0,274,1,20.0,3.8679245283018866
FH Edwards,West Indies,2006,6,3,3,0,0,4,141,291,2,273,6,100.0,2.9072164948453607
FH Edwards,West Indies,2006/07,3,4,14,0,0,1,97,114,0,69,1,28.57142857142857,5.105263157894737
FH Edwards,West Indies,2007,4,2,10,0,0,11,108,208,1,393,2,20.0,3.1153846153846154
FH Edwards,West Indies,2007/08,6,22,30,3,0,6,248,291,0,295,2,73.33333333333333,5.11340206185567
FH Edwards,West Indies,2008,4,8,12,1,0,6,183,177,0,220,0,66.66666666666666,6.203389830508475
FH Edwards,West Indies,2008/09,6,18,41,1,0,4,153,203,1,211,2,43.90243902439025,4.522167487684729
FH Edwards,West Indies,2009,1,4,8,0,0,0,42,37,0,16,0,50.0,6.8108108108108105
FJ Klaassen,Netherlands,2019,2,6,8,0,0,4,78,124,2,171,2,75.0,3.7741935483870965
FJ Klaassen,Netherlands,2021,3,4,16,0,0,4,53,181,1,206,2,25.0,1.7569060773480663
