player,team,season,matches,runs,balls_faced,fours,sixes,wickets,runs_conceded,balls_bowled,catches,fantasy_points,wins,batting_sr,bowling_econ
SS Iyer,India,2023,1,14,10,2,0,0,0,0,0,22,0,140.0,0.0
SS Iyer,India,2023/24,14,713,651,54,29,0,0,0,8,1414,12,109.52380952380953,0.0
SS Iyer,India,2024,3,38,39,7,0,0,0,0,0,74,0,97.43589743589743,0.0
SS McKechnie,Hong Kong,2017/18,4,66,133,3,0,0,0,0,4,123,1,49.62406015037594,0.0
SS McKechnie,Hong Kong,2018,2,7,9,1,0,0,0,0,4,40,0,77.77777777777779,0.0
SS Pathirana,Sri Lanka,2015,3,66,76,5,2,3,199,175,1,239,1,86.8421052631579,6.822857142857143
SS Pathirana,Sri Lanka,2016,2,56,81,6,0,3,71,110,0,201,0,69.1358024691358,3.872727272727273
SS Pathirana,Sri Lanka,2016/17,10,201,221,21,3,6,326,386,2,636,3,90.9502262443439,5.067357512953368
SS Pathirana,Sri Lanka,2017/18,3,9,21,1,0,2,109,105,0,102,1,42.857142857142854,6.228571428571429
SS Tiwary,India,2010/11,3,49,57,5,1,0,0,0,2,95,3,85.96491228070175,0.0
SSB Magala,South Africa,2021/22,2,0,2,0,0,2,115,118,2,101,2,0.0,5.847457627118644
SSB Magala,South Africa,2022/23,4,12,15,2,0,12,193,219,0,422,3,80.0,5.287671232876712
SSB Magala,South Africa,2023/24,1,6,8,0,0,1,45,25,0,39,1,75.0,10.799999999999999
SSD Arachchige,Sri Lanka,2023,2,57,71,4,0,1,18,30,0,122,2,80.28169014084507,3.6
SSD Arachchige,Sri Lanka,2023/24,2,32,63,2,0,0,10,12,2,58,1,50.79365079365079,5.0
SSJ Brooks,West Indies,2021/22,6,193,257,16,5,0,0,0,3,340,1,75.09727626459144,0.0
SSJ Brooks,West Indies,2022,15,501,679,41,10,0,0,0,8,881,4,73.78497790868926,0.0
SSJ Brooks,West Indies,2022/23,2,18,33,2,0,0,0,0,2,39,1,54.54545454545454,0.0
SSJ Brooks,West Indies,2023,6,130,181,10,1,0,0,0,1,193,3,71.8232044198895,0.0
ST Doheny,Ireland,2022/23,5,129,188,12,2,0,0,0,1,221,1,68.61702127659575,0.0
ST Doheny,Ireland,2023,3,33,78,4,0,0,0,0,2,63,0,42.30769230769231,0.0
ST Doheny,Ireland,2024/25,2,3,9,0,0,0,0,0,0,12,0,33.33333333333333,0.0
ST Finn,England,2010/11,3,35,27,5,1,3,158,190,1,223,0,129.62962962962962,4.989473684210526
ST Finn,England,2011,3,0,0,0,0,4,109,153,2,184,2,0.0,4.2745098039215685
ST Finn,England,2011/12,9,27,39,1,1,21,370,540,0,810,4,69.23076923076923,4.111111111111111
ST Finn,England,2012,9,15,8,3,0,12,355,485,1,527,8,187.5,4.391752577319588
ST Finn,England,2012/13,8,3,15,0,0,12,332,481,4,539,4,20.0,4.141372141372141
ST Finn,England,2013,5,16,23,1,1,7,247,295,0,317,4,69.56521739130434,5.023728813559322
ST Finn,England,2014,3,8,16,0,0,3,120,147,1,151,1,50.0,4.8979591836734695
ST Finn,England,2014/15,14,10,63,0,0,24,642,688,2,894,5,15.873015873015872,5.598837209302325
ST Finn,England,2015,9,17,28,1,0,12,410,457,2,521,4,60.71428571428571,5.382932166301969
ST Finn,England,2016/17,3,2,4,0,0,4,119,165,1,182,3,50.0,4.327272727272727
ST Finn,England,2017,1,3,5,0,0,0,35,42,0,21,0,60.0,5.0
ST Gabriel,West Indies,2016,3,3,7,0,0,6,116,128,0,205,1,42.857142857142854,5.4375
ST Gabriel,West Indies,2016/17,7,4,19,0,0,10,256,309,1,374,1,21.052631578947366,4.970873786407767
ST Gabriel,West Indies,2017,3,0,0,0,0,4,172,187,0,171,1,0.0,5.518716577540107
ST Gabriel,West Indies,2017/18,3,12,22,1,0,0,165,148,0,62,0,54.54545454545454,6.689189189189189
ST Gabriel,West Indies,2019,7,3,10,0,0,10,327,329,0,357,2,30.0,5.963525835866261
ST Jayasuriya,Sri Lanka,2002/03,16,662,787,69,8,18,554,769,3,1934,7,84.11689961880559,4.322496749024708
ST Jayasuriya,Sri Lanka,2003,4,17,46,2,1,3,115,144,2,160,1,36.95652173913043,4.791666666666667
ST Jayasuriya,Sri Lanka,2003/04,4,109,126,15,1,1,107,105,0,249,2,86.5079365079365,6.114285714285714
ST Jayasuriya,Sri Lanka,2004,9,397,448,42,1,7,227,382,0,1035,7,88.61607142857143,3.5654450261780104
ST Jayasuriya,Sri Lanka,2004/05,3,114,147,14,2,4,56,91,0,350,2,77.55102040816327,3.6923076923076925
ST Jayasuriya,Sri Lanka,2005,2,48,56,8,0,0,0,0,0,84,1,85.71428571428571,0.0
ST Jayasuriya,Sri Lanka,2005/06,17,488,520,52,12,6,344,442,2,1203,6,93.84615384615384,4.669683257918551
ST Jayasuriya,Sri Lanka,2006,5,322,310,44,7,4,184,187,0,826,5,103.87096774193549,5.903743315508021
ST Jayasuriya,Sri Lanka,2006/07,24,900,907,103,29,11,561,832,7,2360,15,99.22822491730982,4.0456730769230775
ST Jayasuriya,Asia XI,2007,3,38,54,5,2,3,126,120,0,183,3,70.37037037037037,6.3
ST Jayasuriya,Sri Lanka,2007,3,53,72,7,1,9,67,108,0,366,3,73.61111111111111,3.7222222222222223
ST Jayasuriya,Sri Lanka,2007/08,11,156,200,14,5,2,95,101,2,352,3,78.0,5.643564356435644
ST Jayasuriya,Sri Lanka,2008,10,475,434,57,16,2,119,159,2,1095,6,109.44700460829493,4.490566037735849
ST Jayasuriya,Sri Lanka,2008/09,9,344,368,41,4,3,147,165,3,774,3,93.47826086956522,5.345454545454546
ST Jayasuriya,Sri Lanka,2009,6,192,195,28,0,6,162,212,1,572,4,98.46153846153847,4.584905660377358
ST Jayasuriya,Sri Lanka,2009/10,6,85,104,14,0,3,151,149,1,272,1,81.73076923076923,6.080536912751678
ST Jayasuriya,Sri Lanka,2011,1,2,4,0,0,1,44,38,0,39,0,50.0,6.947368421052632
STR Binny,India,2013/14,2,0,4,0,0,0,30,30,0,7,0,0.0,6.0
STR Binny,India,2014,2,28,47,4,0,6,4,28,0,243,1,59.57446808510638,0.8571428571428571
STR Binny,India,2014/15,5,63,84,6,2,7,145,191,2,365,3,75.0,4.554973821989529
STR Binny,India,2015,4,137,112,13,3,7,186,204,1,491,4,122.32142857142858,5.470588235294118
STR Binny,India,2015/16,1,2,5,0,0,0,61,50,0,16,0,40.0,7.319999999999999
SV Bahutule,India,2003/04,1,11,13,1,0,0,23,19,0,21,0,84.61538461538461,7.2631578947368425
SV Carlisle,Zimbabwe,2003/04,4,71,141,3,0,0,0,0,4,124,1,50.35460992907801,0.0
SV Carlisle,Zimbabwe,2005,2,39,108,2,0,0,0,0,0,43,0,36.11111111111111,0.0
SV Samson,India,2021,1,46,47,5,1,0,0,0,0,88,0,97.87234042553192,0.0
SV Samson,India,2022,6,130,131,6,10,0,0,0,6,304,6,99.23664122137404,0.0
SV Samson,India,2022/23,4,154,150,14,4,0,0,0,1,278,2,102.66666666666666,0.0
SV Samson,India,2023,2,60,60,2,4,0,0,0,0,108,1,100.0,0.0
SV Samson,India,2023/24,2,120,139,7,3,0,0,0,2,220,1,86.33093525179856,0.0
SW Ambris,West Indies,2017,1,38,29,4,0,0,0,0,0,62,0,131.0344827586207,0.0
SW Ambris,West Indies,2019,7,314,324,37,1,0,0,0,2,566,2,96.91358024691358,0.0
SW Ambris,West Indies,2019/20,5,95,116,10,1,0,0,0,0,155,2,81.89655172413794,0.0
SW Ambris,West Indies,2020/21,3,26,36,3,1,0,0,0,0,44,0,72.22222222222221,0.0
SW Billings,England,2015,5,90,70,11,1,0,0,0,1,166,3,128.57142857142858,0.0
SW Billings,England,2016/17,5,149,184,16,1,0,0,0,7,300,5,80.97826086956522,0.0
SW Billings,England,2017,4,9,14,1,0,0,0,0,4,45,4,64.28571428571429,0.0
SW Billings,England,2017/18,1,0,0,0,0,0,0,0,1,8,1,0.0,0.0
SW Billings,England,2018,1,11,19,0,0,0,0,0,1,19,1,57.89473684210527,0.0
SW Billings,England,2020,6,315,333,38,4,0,0,0,3,583,3,94.5945945945946,0.0
SW Billings,England,2020/21,1,18,23,1,0,0,0,0,0,22,0,78.26086956521739,0.0
SW Billings,England,2021,3,3,8,0,0,0,0,0,2,37,2,37.5,0.0
SW Billings,England,2022/23,3,95,117,6,2,0,0,0,1,163,0,81.19658119658119,0.0
SW Currie,Scotland,2023/24,3,10,19,1,0,3,80,126,0,150,1,52.63157894736842,3.8095238095238093
SW Masakadza,Zimbabwe,2009/10,1,0,0,0,0,3,34,20,0,81,1,0.0,10.2
SW Masakadza,Zimbabwe,2010/11,5,30,31,3,2,8,304,272,2,365,0,96.7741935483871,6.705882352941176
SW Masakadza,Zimbabwe,2011/12,2,40,38,3,2,5,109,110,3,267,0,105.26315789473684,5.945454545454546
SW Masakadza,Zimbabwe,2013,3,33,35,3,2,6,169,190,0,286,1,94.28571428571428,5.336842105263158
SW Masakadza,Zimbabwe,2014,1,6,8,1,0,0,75,62,0,32,0,75.0,7.258064516129032
SW Masakadza,Zimbabwe,2014/15,1,0,0,0,0,0,0,0,1,8,0,0.0,0.0
SW Poynter,Ireland,2014,3,15,30,1,0,0,0,0,8,97,2,50.0,0.0
SW Poynter,Ireland,2016,2,40,54,3,0,0,0,0,0,56,0,74.07407407407408,0.0
SW Poynter,Ireland,2016/17,2,19,17,3,0,0,0,0,1,39,0,111.76470588235294,0.0
SW Poynter,Ireland,2017/18,1,0,1,0,0,0,0,0,0,-3,1,0.0,0.0
SW Tait,Australia,2006/07,15,11,10,1,1,28,596,809,1,1054,12,110.00000000000001,4.42027194066749
SW Tait,Australia,2007/08,2,0,0,0,0,5,80,113,1,182,2,0.0,4.247787610619469
SW Tait,Australia,2008/09,4,13,17,2,0,5,175,243,0,239,0,76.47058823529412,4.320987654320987
SW Tait,Australia,2010,3,1,1,0,0,8,87,165,0,293,2,100.0,3.1636363636363636
SW Tait,Australia,2010/11,10,0,1,0,0,16,340,503,4,638,7,0.0,4.055666003976143
Saad Ali,Pakistan,2018/19,2,11,23,0,0,0,0,0,0,11,0,47.82608695652174,0.0
Saad Bin Zafar,Canada,2023,4,55,102,5,0,5,159,211,1,286,2,53.92156862745098,4.52132701421801
Saad Bin Zafar,Canada,2023/24,7,77,95,4,3,7,266,395,2,469,4,81.05263157894737,4.040506329113924
Saad Bin Zafar,Canada,2024,8,85,102,7,0,11,306,457,1,574,4,83.33333333333334,4.017505470459518
Saad Nasim,Pakistan,2015,3,99,125,9,1,0,45,37,0,174,0,79.2,7.297297297297297
Sabbir Rahman,Bangladesh,2014/15,10,262,248,26,8,1,134,127,2,548,7,105.64516129032258,6.330708661417322
Sabbir Rahman,Bangladesh,2015,8,126,130,15,2,0,21,13,6,266,6,96.92307692307692,9.692307692307693
Sabbir Rahman,Bangladesh,2015/16,3,91,106,8,2,1,12,12,3,208,3,85.84905660377359,6.0
Sabbir Rahman,Bangladesh,2016/17,8,197,219,24,4,0,20,18,3,366,2,89.95433789954338,6.666666666666667
Sabbir Rahman,Bangladesh,2017,8,160,185,21,1,1,24,13,1,308,3,86.48648648648648,11.076923076923078
Sabbir Rahman,Bangladesh,2017/18,8,117,134,14,2,0,19,12,7,253,3,87.31343283582089,9.5
Sabbir Rahman,Bangladesh,2018,3,27,24,3,0,0,0,0,1,47,2,112.5,0.0
Sabbir Rahman,Bangladesh,2018/19,3,158,202,21,2,0,69,66,0,320,0,78.21782178217822,6.2727272727272725
Sabbir Rahman,Bangladesh,2019,10,121,147,15,0,0,32,28,8,267,5,82.31292517006803,6.857142857142857
Sabir Ali,United Arab Emirates,2022,1,5,6,1,0,2,48,56,1,89,0,83.33333333333334,5.142857142857142
Sabir Ali,United Arab Emirates,2022/23,3,7,7,1,0,1,36,53,1,63,1,100.0,4.0754716981132075
Saeed Ajmal,Pakistan,2008,2,0,0,0,0,2,60,116,0,102,2,0.0,3.103448275862069
Saeed Ajmal,Pakistan,2008/09,2,6,13,1,0,1,86,111,1,85,1,46.15384615384615,4.648648648648648
Saeed Ajmal,Pakistan,2009,10,16,30,1,0,8,310,518,0,421,4,53.333333333333336,3.590733590733591
Saeed Ajmal,Pakistan,2009/10,11,70,108,5,0,14,420,590,2,686,3,64.81481481481481,4.271186440677966
Saeed Ajmal,Pakistan,2010,6,17,20,1,0,12,282,323,0,432,2,85.0,5.238390092879257
Saeed Ajmal,Pakistan,2010/11,6,7,28,0,0,6,193,290,0,285,3,25.0,3.993103448275862
Saeed Ajmal,Pakistan,2011,7,11,22,0,0,6,211,362,0,325,5,50.0,3.4972375690607733
Saeed Ajmal,Pakistan,2011/12,16,60,108,3,0,29,562,897,1,1203,10,55.55555555555556,3.759197324414716
Saeed Ajmal,Pakistan,2012,6,24,33,3,0,11,216,328,1,449,2,72.72727272727273,3.951219512195122
Saeed Ajmal,Pakistan,2012/13,8,22,35,2,0,16,289,479,1,654,4,62.857142857142854,3.620041753653445
Saeed Ajmal,Pakistan,2013,13,60,81,5,0,19,492,687,1,858,6,74.07407407407408,4.296943231441048
Saeed Ajmal,Pakistan,2013/14,17,24,42,3,0,30,665,1005,6,1248,8,57.14285714285714,3.970149253731343
Saeed Ajmal,Pakistan,2014,1,6,15,1,0,1,9,25,0,43,0,40.0,2.1599999999999997
Saeed Ajmal,Pakistan,2015,2,0,4,0,0,1,122,116,0,62,0,0.0,6.310344827586207
Saeed Anwar,Pakistan,2002/03,5,218,318,19,1,1,15,24,0,383,2,68.55345911949685,3.75
Sagar Pun,Nepal,2018,1,3,20,0,0,0,0,0,0,-3,0,15.0,0.0
Saim Ayub,Pakistan,2024/25,9,515,504,59,16,5,138,181,9,1278,7,102.18253968253967,4.574585635359115
Saleem Elahi,Pakistan,2002/03,4,102,154,9,0,0,0,0,0,154,2,66.23376623376623,0.0
Saleem Elahi,Pakistan,2003/04,3,97,153,8,0,0,0,0,1,141,2,63.39869281045751,0.0
Salman Butt,Pakistan,2004,1,0,2,0,0,0,0,0,1,5,0,0.0,0.0
Salman Butt,Pakistan,2004/05,12,244,397,32,0,0,40,38,2,406,8,61.46095717884131,6.315789473684211
Salman Butt,Pakistan,2005,1,43,65,3,0,0,0,0,0,59,1,66.15384615384615,0.0
Salman Butt,Pakistan,2005/06,9,246,369,33,1,0,0,0,4,464,3,66.66666666666666,0.0
Salman Butt,Pakistan,2007/08,13,747,875,93,2,0,16,9,3,1405,10,85.37142857142858,10.666666666666666
Salman Butt,Pakistan,2008,8,335,394,42,4,0,31,25,2,639,5,85.0253807106599,7.4399999999999995
Salman Butt,Pakistan,2008/09,5,193,272,21,0,0,0,0,3,348,3,70.95588235294117,0.0
Salman Butt,Pakistan,2009,4,112,204,14,0,0,0,0,0,190,1,54.90196078431373,0.0
Salman Butt,Pakistan,2009/10,8,192,265,27,0,0,0,0,0,323,1,72.45283018867924,0.0
Salman Butt,Pakistan,2010,2,74,89,9,0,0,0,0,1,127,0,83.14606741573034,0.0
Salman Faris,United Arab Emirates,2014,1,0,2,0,0,0,0,0,0,-3,1,0.0,0.0
Sami Aslam,Pakistan,2015,1,45,52,7,0,0,0,0,0,77,0,86.53846153846155,0.0
Sami Aslam,Pakistan,2016,3,33,71,2,0,0,0,0,0,41,0,46.478873239436616,0.0
Sami Faridi,Canada,2008,1,16,26,1,0,0,26,37,0,38,0,61.53846153846154,4.216216216216216
Samiullah Khan,Pakistan,2007/08,2,0,0,0,0,0,112,123,0,41,2,0.0,5.463414634146342
Sandeep Goud,Oman,2019,5,99,112,4,6,0,0,0,4,193,3,88.39285714285714,0.0
Sandeep Goud,Oman,2019/20,5,80,99,6,4,0,22,25,2,164,4,80.8080808080808,5.279999999999999
Sandeep Goud,Oman,2021,7,99,151,5,5,0,7,12,4,200,4,65.56291390728477,3.5
Sandeep Goud,Oman,2021/22,9,139,205,9,4,0,48,54,6,271,3,67.8048780487805,5.333333333333333
Sandeep Goud,Oman,2022,4,57,114,3,1,0,0,0,2,95,1,50.0,0.0
Sandeep Goud,Oman,2023,4,58,78,5,2,0,0,0,1,108,0,74.35897435897436,0.0
Sandeep Goud,Oman,2024/25,2,3,7,0,0,0,0,0,1,11,2,42.857142857142854,0.0
Sanwar Hossain,Bangladesh,2002/03,5,59,86,4,0,5,92,134,3,280,0,68.6046511627907,4.119402985074627
Sanwar Hossain,Bangladesh,2003,4,56,117,5,0,0,62,62,1,112,0,47.863247863247864,6.0
Saqib Ali,United Arab Emirates,2008,2,29,53,2,0,1,55,62,0,80,0,54.71698113207547,5.32258064516129
Saqib Zulfiqar,Netherlands,2019,1,0,4,0,0,1,48,43,0,36,1,0.0,6.697674418604651
Saqib Zulfiqar,Netherlands,2021,3,37,110,2,0,0,23,20,0,41,2,33.63636363636363,6.8999999999999995
Saqib Zulfiqar,Netherlands,2023,6,111,101,9,4,6,203,209,2,433,2,109.9009900990099,5.827751196172248
Saqib Zulfiqar,Netherlands,2023/24,1,10,18,1,0,0,15,12,2,34,0,55.55555555555556,7.5
Saqlain Haider,United Arab Emirates,2014/15,2,7,12,1,0,0,0,0,2,27,0,58.333333333333336,0.0
Saqlain Haider,United Arab Emirates,2016,2,23,28,3,0,0,0,0,0,35,0,82.14285714285714,0.0
Saqlain Mushtaq,Pakistan,2002/03,3,16,37,2,0,3,77,112,0,144,2,43.24324324324324,4.125
Saqlain Mushtaq,Pakistan,2003/04,1,1,2,0,0,0,46,54,0,19,0,50.0,5.111111111111111
Sarfraz Ahmed,Pakistan,2007/08,3,0,0,0,0,0,0,0,2,58,3,0.0,0.0
Sarfraz Ahmed,Pakistan,2008,4,26,46,1,0,0,0,0,4,90,3,56.52173913043478,0.0
Sarfraz Ahmed,Pakistan,2009/10,1,6,13,0,0,0,0,0,1,14,0,46.15384615384615,0.0
Sarfraz Ahmed,Pakistan,2011/12,9,120,166,5,0,0,0,0,9,274,8,72.28915662650603,0.0
Sarfraz Ahmed,Pakistan,2012,3,20,28,2,0,0,0,0,1,57,0,71.42857142857143,0.0
Sarfraz Ahmed,Pakistan,2013,3,29,31,2,0,0,0,0,2,89,2,93.54838709677419,0.0
Sarfraz Ahmed,Pakistan,2014/15,13,432,487,34,6,0,0,0,17,834,4,88.7063655030801,0.0
Sarfraz Ahmed,Pakistan,2015,10,206,229,18,0,0,0,0,9,436,5,89.95633187772926,0.0
Sarfraz Ahmed,Pakistan,2015/16,9,238,285,20,0,0,0,0,8,476,3,83.50877192982456,0.0
Sarfraz Ahmed,Pakistan,2016,6,302,340,24,1,0,0,0,4,542,2,88.8235294117647,0.0
Sarfraz Ahmed,Pakistan,2016/17,3,119,124,9,0,0,0,0,3,215,3,95.96774193548387,0.0
Sarfraz Ahmed,Pakistan,2017,7,146,166,13,0,0,0,0,11,348,5,87.95180722891565,0.0
Sarfraz Ahmed,Pakistan,2017/18,10,85,134,4,3,0,0,0,14,247,5,63.43283582089553,0.0
Sarfraz Ahmed,Pakistan,2018,9,79,102,5,0,0,15,12,9,195,6,77.45098039215686,7.5
Sarfraz Ahmed,Pakistan,2018/19,6,126,153,11,0,0,0,0,3,210,2,82.35294117647058,0.0
Sarfraz Ahmed,Pakistan,2019,11,311,310,23,2,0,0,0,13,593,4,100.32258064516128,0.0
Sarfraz Ahmed,Pakistan,2019/20,2,31,46,1,0,0,0,0,4,71,2,67.3913043478261,0.0
Sarfraz Ahmed,Pakistan,2021,1,13,13,2,0,0,0,0,3,49,1,100.0,0.0
Saud Shakeel,Pakistan,2021,3,64,95,5,0,1,37,47,0,136,0,67.36842105263158,4.723404255319149
Saud Shakeel,Pakistan,2021/22,2,3,8,0,0,0,0,0,2,19,1,37.5,0.0
Saud Shakeel,Pakistan,2023/24,7,216,225,27,1,0,0,0,3,394,3,96.0,0.0
Shabbir Ahmed,Pakistan,2003,3,2,3,0,0,2,64,149,1,133,2,66.66666666666666,2.5771812080536916
Shabbir Ahmed,Pakistan,2003/04,8,3,10,0,0,10,313,448,1,456,4,30.0,4.191964285714286
Shabbir Ahmed,Pakistan,2004,2,0,1,0,0,1,41,83,0,61,1,0.0,2.963855421686747
Shabbir Ahmed,Pakistan,2005,2,1,1,0,0,3,78,121,2,150,2,100.0,3.867768595041322
Shadab Khan,Pakistan,2017,7,14,16,1,1,8,320,349,3,370,5,87.5,5.5014326647564475
Shadab Khan,Pakistan,2017/18,10,192,259,13,2,15,362,498,1,862,5,74.13127413127413,4.36144578313253
Shadab Khan,Pakistan,2018,9,24,63,0,0,12,297,398,1,484,6,38.095238095238095,4.477386934673367
Shadab Khan,Pakistan,2018/19,7,64,123,2,1,10,312,393,1,482,3,52.03252032520326,4.763358778625954
Shadab Khan,Pakistan,2019,6,32,22,3,0,7,275,289,1,326,4,145.45454545454547,5.709342560553633
Shadab Khan,Pakistan,2019/20,2,0,0,0,0,3,123,116,0,111,2,0.0,6.362068965517242
Shadab Khan,Pakistan,2021,5,97,118,6,2,3,231,244,3,330,1,82.20338983050848,5.680327868852459
Shadab Khan,Pakistan,2022,5,162,140,9,6,6,226,283,1,536,5,115.71428571428572,4.791519434628976
Shadab Khan,Pakistan,2023,8,48,40,3,2,9,412,425,2,474,4,120.0,5.816470588235295
Shadab Khan,Pakistan,2023/24,6,81,85,6,3,2,187,181,4,275,2,95.29411764705881,6.198895027624309
Shafiul Islam,Bangladesh,2009/10,8,25,41,4,0,11,357,332,0,433,0,60.97560975609756,6.451807228915662
Shafiul Islam,Bangladesh,2010,7,18,22,1,1,13,405,372,2,504,2,81.81818181818183,6.532258064516129
Shafiul Islam,Bangladesh,2010/11,13,35,74,4,1,14,370,505,3,648,9,47.2972972972973,4.3960396039603955
Shafiul Islam,Bangladesh,2011,8,20,28,2,0,6,310,345,0,328,2,71.42857142857143,5.391304347826087
Shafiul Islam,Bangladesh,2011/12,8,5,20,0,0,7,280,352,2,340,2,25.0,4.7727272727272725
Shafiul Islam,Bangladesh,2012/13,1,0,0,0,0,3,31,54,0,113,1,0.0,3.4444444444444446
Shafiul Islam,Bangladesh,2013,3,6,12,0,0,4,138,158,0,161,1,50.0,5.2405063291139244
Shafiul Islam,Bangladesh,2013/14,2,15,18,2,0,0,72,58,0,38,0,83.33333333333334,7.448275862068966
Shafiul Islam,Bangladesh,2014/15,1,0,0,0,0,0,14,15,0,5,1,0.0,5.6
Shafiul Islam,Bangladesh,2016/17,3,0,7,0,0,4,153,165,0,150,1,0.0,5.5636363636363635
Shafiul Islam,Bangladesh,2019,3,3,15,0,0,6,151,152,0,210,0,20.0,5.960526315789474
Shafiul Islam,Bangladesh,2019/20,1,5,5,0,0,1,73,57,0,47,1,100.0,7.684210526315789
Shahadat Hossain,Bangladesh,2005/06,2,3,6,0,0,0,79,93,0,33,0,50.0,5.096774193548387
Shahadat Hossain,Bangladesh,2006/07,4,5,8,1,0,5,150,263,0,260,3,62.5,3.4220532319391634
Shahadat Hossain,Bangladesh,2007,3,12,27,0,0,3,102,141,0,146,0,44.44444444444444,4.340425531914893
Shahadat Hossain,Bangladesh,2007/08,7,13,27,1,0,4,318,300,1,221,0,48.148148148148145,6.36
Shahadat Hossain,Bangladesh,2008,9,6,22,1,0,9,368,372,1,362,1,27.27272727272727,5.935483870967742
Shahadat Hossain,Bangladesh,2009/10,3,21,21,2,1,1,125,138,0,112,0,100.0,5.434782608695652
Shahadat Hossain,Bangladesh,2011/12,4,0,8,0,0,4,235,222,0,164,2,0.0,6.351351351351352
Shahadat Hossain,Bangladesh,2012/13,1,0,0,0,0,1,67,64,0,46,1,0.0,6.28125
Shahbaz Ahmed,India,2022/23,4,0,4,0,0,3,125,156,2,142,3,0.0,4.8076923076923075
Shaheen Shah Afridi,Pakistan,2018,2,14,20,0,1,2,89,96,0,104,0,70.0,5.5625
Shaheen Shah Afridi,Pakistan,2018/19,7,1,8,0,0,15,223,319,1,516,2,12.5,4.19435736677116
Shaheen Shah Afridi,Pakistan,2019,7,27,36,2,1,17,422,412,1,653,3,75.0,6.1456310679611645
Shaheen Shah Afridi,Pakistan,2020/21,3,10,10,1,0,5,124,188,1,233,2,100.0,3.9574468085106385
Shaheen Shah Afridi,Pakistan,2021,6,35,70,3,0,8,323,323,1,363,2,50.0,6.0
Shaheen Shah Afridi,Pakistan,2021/22,2,0,0,0,0,6,102,109,1,206,2,0.0,5.614678899082568
Shaheen Shah Afridi,Pakistan,2022,2,15,6,3,0,3,71,85,0,138,2,250.0,5.011764705882353
Shaheen Shah Afridi,Pakistan,2023,9,31,16,1,4,18,418,469,1,690,5,193.75,5.347547974413645
Shaheen Shah Afridi,Pakistan,2023/24,8,52,59,7,1,17,403,446,3,719,4,88.13559322033898,5.421524663677131
Shaheen Shah Afridi,Pakistan,2024/25,6,40,37,5,2,15,248,322,1,593,5,108.10810810810811,4.62111801242236
Shahid Afridi,Pakistan,2002/03,3,16,23,2,1,3,143,160,2,176,0,69.56521739130434,5.3625
Shahid Afridi,Pakistan,2003/04,3,89,75,11,4,1,83,82,1,244,2,118.66666666666667,6.073170731707317
Shahid Afridi,Pakistan,2004,5,64,51,4,4,10,89,142,2,457,3,125.49019607843137,3.76056338028169
Shahid Afridi,Pakistan,2004/05,13,398,216,34,29,13,504,694,4,1410,9,184.25925925925927,4.357348703170029
Shahid Afridi,Asia XI,2005,2,13,15,3,0,2,13,30,0,85,0,86.66666666666667,2.6
Shahid Afridi,Pakistan,2005,2,80,52,9,2,2,57,102,1,245,2,153.84615384615387,3.3529411764705883
Shahid Afridi,ICC World XI,2005/06,1,16,8,2,1,0,0,0,0,30,0,200.0,0.0
Shahid Afridi,Pakistan,2005/06,10,94,95,8,4,9,328,456,2,562,5,98.94736842105263,4.315789473684211
Shahid Afridi,Pakistan,2006,5,25,40,2,1,5,124,182,1,248,2,62.5,4.0879120879120885
Shahid Afridi,Pakistan,2006/07,8,138,93,10,9,9,212,312,0,608,3,148.38709677419354,4.076923076923077
Shahid Afridi,Pakistan,2007/08,18,341,234,25,18,24,782,1068,4,1646,12,145.72649572649573,4.393258426966292
Shahid Afridi,Pakistan,2008,7,66,65,4,0,10,304,410,2,499,4,101.53846153846153,4.4487804878048784
Shahid Afridi,Pakistan,2008/09,5,46,57,2,1,3,228,308,1,265,3,80.7017543859649,4.441558441558441
Shahid Afridi,Pakistan,2009,10,184,169,23,2,14,356,507,2,905,4,108.87573964497041,4.21301775147929
Shahid Afridi,Pakistan,2009/10,12,242,193,21,10,16,508,723,3,1111,3,125.38860103626943,4.215767634854772
Shahid Afridi,Pakistan,2010,8,364,251,34,16,7,350,444,1,1043,3,145.0199203187251,4.72972972972973
Shahid Afridi,Pakistan,2010/11,18,346,283,28,13,29,710,1012,5,1760,11,122.26148409893993,4.209486166007905
Shahid Afridi,Pakistan,2011,5,28,29,4,0,2,154,257,1,220,3,96.55172413793103,3.5953307392996106
Shahid Afridi,Pakistan,2011/12,16,345,310,29,9,22,653,846,2,1494,10,111.29032258064515,4.631205673758865
Shahid Afridi,Pakistan,2012,6,35,37,4,0,3,233,330,0,250,1,94.5945945945946,4.236363636363636
Shahid Afridi,Pakistan,2012/13,5,126,72,8,10,0,208,224,1,331,2,175.0,5.571428571428571
Shahid Afridi,Pakistan,2013,8,159,133,11,9,9,234,332,1,688,5,119.54887218045114,4.228915662650603
Shahid Afridi,Pakistan,2013/14,15,253,172,16,16,14,585,737,2,1081,8,147.09302325581396,4.762550881953867
Shahid Afridi,Pakistan,2014,3,33,24,5,0,0,111,123,0,93,1,137.5,5.414634146341464
Shahid Afridi,Pakistan,2014/15,17,412,290,42,18,17,685,952,7,1607,6,142.06896551724137,4.317226890756303
Shahid Ahmadzai,Canada,2023/24,3,26,39,2,0,1,93,169,1,153,0,66.66666666666666,3.301775147928994
