team,season,matches,wins,win_rate,total_runs,total_wickets,avg_sr,avg_econ
Papua New Guinea,2017/18,5,1,20.0,906,33,54.54909090909091,2.702363636363636
Papua New Guinea,2019,9,1,11.11,1617,66,57.922680412371136,2.6610309278350517
Papua New Guinea,2021,8,0,0.0,1148,46,49.46897727272728,2.612727272727273
Papua New Guinea,2021/22,6,3,50.0,1206,36,57.631791044776115,2.885223880597015
Papua New Guinea,2022,8,1,12.5,1285,48,54.98806818181818,2.833636363636364
Papua New Guinea,2022/23,11,3,27.27,1959,64,50.51380165289256,3.220330578512397
Papua New Guinea,2023,4,0,0.0,692,24,55.08,2.8163636363636364
Scotland,2006/07,4,1,25.0,646,19,48.86181818181819,3.2474999999999996
Scotland,2007,2,0,0.0,239,3,54.18705882352941,1.4876470588235293
Scotland,2008,3,1,33.33,271,18,37.969,2.258666666666667
Scotland,2009,2,0,0.0,306,9,49.725,2.7445454545454546
Scotland,2011,1,1,100.0,162,8,32.25818181818182,2.2263636363636365
Scotland,2013,2,0,0.0,330,14,56.35363636363636,2.105909090909091
Scotland,2013/14,2,2,100.0,584,14,76.87681818181818,2.408181818181818
Scotland,2014,4,1,25.0,731,24,58.36931818181818,3.2113636363636364
Scotland,2014/15,6,0,0.0,1137,37,54.84484848484849,3.2278787878787876
Scotland,2016,4,3,75.0,948,31,61.563181818181825,2.985
Scotland,2016/17,2,0,0.0,358,8,51.73545454545455,2.1568181818181817
Scotland,2017,2,1,50.0,463,12,57.91363636363636,3.1122727272727273
Scotland,2017/18,9,3,33.33,1977,69,67.1240404040404,2.722929292929293
Scotland,2019,5,3,60.0,1007,35,61.86125,2.4298214285714286
Scotland,2019/20,3,1,33.33,663,20,52.448787878787876,2.7245454545454546
Scotland,2021,6,4,66.67,1055,40,42.366,2.0235
Scotland,2022,16,11,68.75,3544,118,58.05674285714286,2.6630857142857143
Scotland,2022/23,8,5,62.5,1476,66,53.8543023255814,2.467441860465116
Scotland,2023,7,5,71.43,1668,62,69.00078947368422,3.0006578947368423
Scotland,2023/24,3,1,33.33,511,14,43.75484848484849,2.213939393939394
Scotland,2024,4,3,75.0,725,38,46.90837209302325,1.9486046511627906
Scotland,2024/25,4,2,50.0,578,25,50.947575757575756,2.475757575757576
South Africa,2002/03,6,3,50.0,1242,35,53.700625,2.46171875
South Africa,2003,6,3,50.0,960,32,40.81183333333333,2.198
South Africa,2003/04,9,4,44.44,1748,61,43.372121212121215,2.4104040404040403
South Africa,2004,3,0,0.0,703,14,67.53272727272727,3.2936363636363635
South Africa,2004/05,10,7,70.0,2442,62,66.98236363636364,2.366090909090909
South Africa,2005,2,2,100.0,250,12,40.1155,3.0735
South Africa,2005/06,19,10,52.63,4098,122,55.911658767772515,2.508009478672986
South Africa,2006/07,26,18,69.23,5334,195,47.22900709219858,2.4331560283687943
South Africa,2007,7,5,71.43,1490,41,49.46802631578947,2.7061842105263154
South Africa,2007/08,16,13,81.25,3339,114,46.743620689655174,2.4352298850574714
South Africa,2008,5,0,0.0,637,14,64.03872340425532,2.7817021276595746
South Africa,2008/09,12,9,75.0,2888,93,66.2357142857143,2.616466165413534
South Africa,2009/10,11,5,45.45,2857,74,63.17155737704918,2.859672131147541
South Africa,2010,5,5,100.0,1311,38,64.21907407407407,2.8887037037037038
South Africa,2010/11,20,14,70.0,5090,168,65.8444495412844,2.5276605504587155
South Africa,2011/12,11,7,63.64,2553,79,61.74361344537815,2.71218487394958
South Africa,2012,5,2,40.0,874,28,47.96326086956522,2.659782608695652
South Africa,2012/13,8,4,50.0,1900,60,59.973977272727275,2.5561363636363637
South Africa,2013,9,2,22.22,1743,53,56.311616161616165,2.750808080808081
South Africa,2013/14,11,7,63.64,2605,92,64.00741666666667,2.0415
South Africa,2014,11,9,81.82,2685,97,50.78216666666666,2.5693333333333332
South Africa,2014/15,21,12,57.14,5361,162,60.24951327433628,2.5444247787610617
South Africa,2015,6,3,50.0,1215,34,52.66136363636364,2.796818181818182
South Africa,2015/16,10,6,60.0,2727,78,71.7125,2.8104464285714283
South Africa,2016,6,2,33.33,1116,40,59.88894736842106,2.460175438596491
South Africa,2016/17,16,14,87.5,4297,126,62.42159090909092,2.896590909090909
South Africa,2017,6,2,33.33,1400,33,59.668769230769236,2.5835384615384616
South Africa,2017/18,9,4,44.44,2128,50,65.82909090909091,2.7735353535353533
South Africa,2018,5,3,60.0,1069,40,73.63672727272727,3.086727272727273
South Africa,2018/19,16,13,81.25,3321,124,47.89640000000001,2.348171428571429
South Africa,2019,8,2,25.0,1712,49,61.143125,2.9545000000000003
South Africa,2019/20,6,4,66.67,1358,39,49.03293103448276,2.496896551724138
South Africa,2021,9,3,33.33,2116,64,64.49752577319587,2.8723711340206184
South Africa,2021/22,7,4,57.14,1682,39,58.442702702702704,2.507972972972973
South Africa,2022,3,1,33.33,555,19,55.364444444444445,2.7329629629629633
South Africa,2022/23,10,6,60.0,2561,69,68.04770642201835,2.835137614678899
South Africa,2023/24,17,10,58.82,4544,137,66.9575,2.7396875
South Africa,2024/25,6,2,33.33,1522,52,66.18470588235294,2.7433823529411767
Sri Lanka,2002/03,17,7,41.18,3369,109,50.88434782608695,2.572717391304348
Sri Lanka,2003,4,1,25.0,591,23,51.49431818181818,2.0722727272727273
Sri Lanka,2003/04,4,2,50.0,642,28,43.99023255813953,2.461860465116279
Sri Lanka,2004,10,8,80.0,1826,63,47.79046296296296,2.6232407407407408
Sri Lanka,2004/05,3,2,66.67,570,20,58.10875,2.1934375
Sri Lanka,2005,3,2,66.67,634,20,51.92617647058824,1.8623529411764705
Sri Lanka,2005/06,25,7,28.0,5098,140,55.49829268292683,2.7566202090592333
Sri Lanka,2006,6,5,83.33,1333,33,54.3,3.292181818181818
Sri Lanka,2006/07,24,15,62.5,4988,165,59.08392857142857,2.276904761904762
Sri Lanka,2007,3,3,100.0,525,28,50.51969696969697,1.7687878787878788
Sri Lanka,2007/08,14,3,21.43,2313,85,46.150860927152316,2.410927152317881
Sri Lanka,2008,11,7,63.64,2632,86,64.7427868852459,2.236967213114754
Sri Lanka,2008/09,13,7,53.85,2599,86,57.142042253521126,2.4823239436619717
Sri Lanka,2009,8,5,62.5,1722,60,54.760222222222225,2.4123333333333337
Sri Lanka,2009/10,13,6,46.15,3241,69,62.90753623188406,2.8913768115942027
Sri Lanka,2010,14,9,64.29,2831,90,54.36395833333333,2.3304166666666664
Sri Lanka,2010/11,15,10,66.67,3033,101,54.16745098039216,2.4761437908496733
Sri Lanka,2011,10,4,40.0,1995,57,55.40414414414414,3.0352252252252256
Sri Lanka,2011/12,24,8,33.33,5275,137,60.883003802281365,2.876958174904943
Sri Lanka,2012,10,4,40.0,1943,58,54.24135922330097,2.456893203883495
Sri Lanka,2012/13,12,6,50.0,1686,67,45.043749999999996,2.440892857142857
Sri Lanka,2013,14,8,57.14,2954,96,55.4527397260274,2.4530136986301367
Sri Lanka,2013/14,15,10,66.67,3487,88,62.299390243902444,2.932987804878049
Sri Lanka,2014,12,7,58.33,2449,84,64.21416666666667,2.901060606060606
Sri Lanka,2014/15,25,10,40.0,5920,148,59.340954198473284,3.7043893129770993
Sri Lanka,2015,5,2,40.0,1286,24,71.33454545454546,3.222
Sri Lanka,2015/16,8,4,50.0,1339,40,50.63130952380952,3.8216666666666663
Sri Lanka,2016,11,2,18.18,2678,59,72.19396694214875,3.1325619834710747
Sri Lanka,2016/17,13,4,30.77,2653,69,59.457971014492756,3.025
Sri Lanka,2017,13,3,23.08,2945,68,55.543098591549295,3.383380281690141
Sri Lanka,2017/18,13,4,30.77,2262,72,54.03521126760563,2.661056338028169
Sri Lanka,2018,6,2,33.33,1363,45,74.10272727272726,3.2722727272727274
Sri Lanka,2018/19,13,1,7.69,2533,58,61.51544117647059,3.481691176470588
Sri Lanka,2019,10,6,60.0,2452,56,70.51919642857142,2.7110714285714286
Sri Lanka,2019/20,5,3,60.0,1381,29,68.53160714285714,3.1325
Sri Lanka,2020/21,3,0,0.0,753,11,65.61636363636364,3.082727272727273
Sri Lanka,2021,12,4,33.33,2527,71,62.15878787878787,2.7413636363636367
Sri Lanka,2021/22,3,2,66.67,793,22,80.78575757575757,3.2542424242424244
Sri Lanka,2022,5,3,60.0,1196,37,62.586181818181814,3.322545454545455
Sri Lanka,2022/23,5,0,0.0,782,32,54.36071428571428,3.2807142857142857
Sri Lanka,2023,13,11,84.62,2626,108,51.049214285714285,2.424142857142857
Sri Lanka,2023/24,14,5,35.71,3003,82,56.285490196078435,3.066143790849673
Sri Lanka,2024,3,2,66.67,684,28,60.581818181818186,2.446060606060606
Sri Lanka,2024/25,9,5,55.56,1657,50,55.30747368421053,3.495052631578947
United Arab Emirates,2008,2,0,0.0,333,12,48.60954545454546,3.766818181818182
United Arab Emirates,2014,1,1,100.0,144,9,29.30333333333333,1.5766666666666669
United Arab Emirates,2014/15,6,0,0.0,1133,29,51.2579104477612,3.230597014925373
United Arab Emirates,2015/16,1,0,0.0,200,3,70.0409090909091,3.2
United Arab Emirates,2016,2,0,0.0,432,8,70.17909090909092,3.411363636363636
United Arab Emirates,2016/17,4,2,50.0,687,31,51.79704545454546,2.348863636363636
United Arab Emirates,2017,2,1,50.0,430,16,66.66272727272727,2.3668181818181817
United Arab Emirates,2017/18,9,3,33.33,1921,58,55.4189,2.9948
United Arab Emirates,2018,1,1,100.0,241,9,55.24181818181818,1.5009090909090907
United Arab Emirates,2018/19,3,1,33.33,440,24,59.38515151515151,2.4193939393939394
United Arab Emirates,2019,3,0,0.0,415,13,46.29030303030303,2.6978787878787878
United Arab Emirates,2019/20,6,3,50.0,950,45,47.42370967741935,2.2933870967741936
United Arab Emirates,2020/21,2,1,50.0,370,11,47.11227272727273,2.6645454545454546
United Arab Emirates,2021/22,11,7,63.64,2271,83,47.67319672131148,2.2387704918032787
United Arab Emirates,2022,7,2,28.57,1357,54,56.06473684210526,2.6494736842105264
United Arab Emirates,2022/23,13,4,30.77,2140,89,48.671188811188806,2.838741258741259
United Arab Emirates,2023,16,6,37.5,3368,106,55.468555555555554,3.2002777777777776
United Arab Emirates,2023/24,3,0,0.0,519,15,56.948181818181816,2.566666666666667
United Arab Emirates,2024,4,1,25.0,773,14,50.85227272727273,3.526136363636364
United Arab Emirates,2024/25,4,1,25.0,591,26,44.20704545454545,2.3088636363636366
United States of America,2004,2,0,0.0,170,5,27.93304347826087,2.824347826086956
United States of America,2019,4,3,75.0,654,29,45.970454545454544,2.4672727272727273
United States of America,2019/20,8,3,37.5,1436,56,56.42375,2.495681818181818
United States of America,2021,4,2,50.0,804,31,54.01522727272727,2.915909090909091
United States of America,2022,15,6,40.0,3322,107,54.61621301775148,2.8531360946745563
United States of America,2022/23,4,3,75.0,823,32,56.99739130434783,2.0521739130434784
United States of America,2023,11,4,36.36,2274,75,57.47868852459016,2.7709016393442623
United States of America,2024,8,6,75.0,1820,68,45.48873563218391,2.5980459770114943
United States of America,2024/25,3,1,33.33,619,15,53.485151515151514,2.653939393939394
West Indies,2002/03,5,2,40.0,1085,29,61.121886792452834,2.2647169811320755
West Indies,2003,5,3,60.0,931,35,47.01905660377358,2.6730188679245286
West Indies,2003/04,9,4,44.44,1502,36,47.81662921348315,2.4204494382022474
West Indies,2004,11,9,81.82,1835,77,45.89752136752137,2.0624786324786326
West Indies,2004/05,4,0,0.0,940,22,52.406363636363636,2.631590909090909
West Indies,2005,7,1,14.29,1210,35,59.03910256410256,2.548076923076923
West Indies,2005/06,5,1,20.0,1086,33,57.863389830508474,2.699322033898305
West Indies,2006,9,8,88.89,1864,67,51.63224489795918,1.9601020408163266
West Indies,2006/07,27,13,48.15,5014,158,50.542307692307695,2.5733916083916086
West Indies,2007,4,2,50.0,648,31,52.203421052631576,2.294736842105263
West Indies,2007/08,11,4,36.36,2218,62,55.83330578512397,2.5622314049586774
West Indies,2008,5,0,0.0,933,32,54.75071428571429,3.119285714285714
West Indies,2008/09,9,2,22.22,1653,47,50.182526315789474,2.5812631578947367
West Indies,2009,9,1,11.11,1755,49,67.79978260869565,2.689782608695652
West Indies,2009/10,13,4,30.77,2098,84,57.00791366906475,2.445107913669065
West Indies,2010,5,0,0.0,1137,31,68.99418181818181,3.556363636363636
West Indies,2010/11,10,3,30.0,1979,56,58.292857142857144,2.2374285714285715
West Indies,2011,10,4,40.0,1904,57,47.91710280373832,2.352710280373832
West Indies,2011/12,13,5,38.46,2761,87,55.85472602739726,2.8344520547945202
West Indies,2012,7,4,57.14,1439,50,60.99012987012987,2.7433766233766237
West Indies,2012/13,12,4,33.33,2408,77,55.030687022900764,2.6224427480916033
West Indies,2013,12,4,33.33,2261,78,55.525820895522386,2.890671641791045
West Indies,2013/14,11,5,45.45,2327,70,55.14666666666667,3.4111666666666665
West Indies,2014,3,3,100.0,773,24,64.20878787878787,1.8996969696969697
West Indies,2014/15,15,5,33.33,3405,93,62.87024390243902,3.534817073170732
West Indies,2015/16,3,0,0.0,535,15,71.70727272727274,3.861818181818182
West Indies,2016,7,3,42.86,1443,43,56.779125,2.823625
West Indies,2016/17,10,1,10.0,2061,70,66.604,3.2386363636363638
West Indies,2017,13,2,15.38,2478,53,59.64480916030534,3.4874809160305347
West Indies,2017/18,8,5,62.5,1672,53,58.74397727272728,2.8847727272727273
West Indies,2018,3,1,33.33,754,13,66.98666666666666,2.953030303030303
West Indies,2018/19,12,4,33.33,2841,65,65.59333333333333,3.5174242424242426
West Indies,2019,16,3,18.75,3313,80,57.7839375,3.3223125000000002
West Indies,2019/20,9,4,44.44,2200,69,62.24554455445545,2.9912871287128713
West Indies,2020/21,6,3,50.0,1181,30,53.073181818181816,2.7542424242424244
West Indies,2021,3,1,33.33,417,22,39.56606060606061,2.9072727272727272
West Indies,2021/22,6,1,16.67,1148,44,61.94121212121212,2.6243939393939395
West Indies,2022,15,4,26.67,3092,96,57.873674698795185,3.0443373493975905
West Indies,2022/23,2,1,50.0,545,14,70.40636363636364,4.213636363636364
West Indies,2023,13,7,53.85,2886,86,58.80006849315068,2.6521232876712326
West Indies,2023/24,6,2,33.33,1150,33,59.87761194029851,3.116268656716418
West Indies,2024/25,9,6,66.67,2078,54,54.23082474226805,3.2574226804123714
Zimbabwe,2002/03,12,4,33.33,2272,60,50.9303937007874,2.8396850393700785
Zimbabwe,2003,5,1,20.0,616,22,39.286078431372545,2.5950980392156864
Zimbabwe,2003/04,10,3,30.0,1495,62,38.31283018867924,2.887641509433962
Zimbabwe,2004,7,0,0.0,1183,34,47.28828947368421,2.898026315789474
Zimbabwe,2004/05,11,1,9.09,1775,55,41.69764227642277,3.1188617886178864
Zimbabwe,2005,3,0,0.0,478,21,47.43472222222223,2.2358333333333333
Zimbabwe,2006,6,0,0.0,777,27,36.05439393939394,2.620151515151515
Zimbabwe,2006/07,13,0,0.0,2037,64,43.42356643356643,3.142097902097902
Zimbabwe,2007,3,0,0.0,707,14,61.93588235294118,3.5055882352941174
Zimbabwe,2007/08,8,1,12.5,1700,38,55.95102272727272,3.621022727272727
Zimbabwe,2008/09,8,3,37.5,1229,45,47.11863636363636,2.005227272727273
Zimbabwe,2009,5,1,20.0,1270,26,73.5969642857143,3.338035714285714
Zimbabwe,2009/10,12,2,16.67,1941,61,43.20848484848485,2.713787878787879
Zimbabwe,2010,5,3,60.0,982,16,46.670188679245285,3.435471698113208
Zimbabwe,2010/11,13,3,23.08,2554,58,58.31293706293706,3.2275524475524477
Zimbabwe,2011,8,3,37.5,1618,46,53.560574712643685,2.586896551724138
Zimbabwe,2011/12,6,1,16.67,1331,31,55.52015151515151,3.2819696969696968
Zimbabwe,2012/13,2,0,0.0,357,8,50.375454545454545,3.6827272727272726
Zimbabwe,2013,11,3,27.27,2075,53,46.082750000000004,3.0273333333333334
Zimbabwe,2014,7,1,14.29,1221,41,51.510897435897434,3.1453846153846152
Zimbabwe,2014/15,11,1,9.09,2437,61,64.93672131147541,3.6172131147540982
Zimbabwe,2015,9,1,11.11,1999,40,54.99948453608247,3.5898969072164952
Zimbabwe,2015/16,9,3,33.33,1678,49,58.79970873786408,2.668252427184466
Zimbabwe,2016,3,0,0.0,379,3,44.619375,2.67375
Zimbabwe,2016/17,5,1,20.0,793,16,57.31458333333333,2.5327083333333333
Zimbabwe,2017,7,4,57.14,1573,39,63.157162162162166,3.1713513513513516
Zimbabwe,2017/18,9,3,33.33,1865,63,53.9732,2.2793
Zimbabwe,2018,5,0,0.0,718,13,45.23763636363637,2.8825454545454545
Zimbabwe,2018/19,6,0,0.0,1144,33,55.14439393939394,3.075151515151515
Zimbabwe,2019,8,3,37.5,1527,54,62.72079545454546,2.6964772727272726
Zimbabwe,2019/20,3,0,0.0,663,15,71.99787878787879,3.8033333333333337
Zimbabwe,2020/21,3,0,0.0,705,21,58.23060606060606,3.4527272727272726
Zimbabwe,2021,6,1,16.67,992,37,47.68123076923077,2.8573846153846154
Zimbabwe,2021/22,3,1,33.33,635,20,65.86970588235295,3.685
Zimbabwe,2022,9,3,33.33,1679,44,51.19828282828283,3.4358585858585857
Zimbabwe,2022/23,6,3,50.0,1200,32,72.8698245614035,3.127894736842105
Zimbabwe,2023,7,5,71.43,1907,47,70.39460526315789,3.1096052631578948
Zimbabwe,2023/24,6,0,0.0,733,26,49.67354838709678,2.3117741935483873
Zimbabwe,2024/25,3,1,33.33,534,12,70.80121212121212,2.95030303030303
